moniker,centralised_exchange_wallet,remarks,val_address,acc_address,prop_69_vote,tokens,shares,ts_ratio,height
Gundam Stake,,,cosmosvaloper1dm9tz58y5mvw85yrjv7h979lnf9ckc445tzrzx,cosmos1dm9tz58y5mvw85yrjv7h979lnf9ckc443lkkw4,,999900,1000000,0.9999,10562840
liwei,,,cosmosvaloper1prvhg36trh0y7dajrlny6h9qhp0cpwh0nl3p7k,cosmos1prvhg36trh0y7dajrlny6h9qhp0cpwh0kt95j9,,999900,1000000,0.9999,10562840
regen-validator,,,cosmosvaloper150g2n4ypex05nla65j6akz38n9tu4quu8nna3h,cosmos150g2n4ypex05nla65j6akz38n9tu4quuz88gay,,999900,1000000,0.9999,10562840
SpaceXPool,,,cosmosvaloper1j2ytk05qyx40twttvtph5ytes7lmhgshpuk50d,cosmos1j2ytk05qyx40twttvtph5ytes7lmhgshygzpr7,,999900,1000000,0.9999,10562840
terraformstaging,,,cosmosvaloper1cyvspwjvnedc9s5j759zezufrwf7esfpe48agy,cosmos1cyvspwjvnedc9s5j759zezufrwf7esfpupngyh,,999900,1000000,0.9999,10562840
test,,,cosmosvaloper12etdez5nurn9avdjrnuezzttck59s0spsx4xea,cosmos12etdez5nurn9avdjrnuezzttck59s0sp4jpn4w,,999900,1000000,0.9999,10562840
Valid8r,,,cosmosvaloper1yvvkkmzh8zs4z4v7gzn0ux8ag0me79ec58pw35,cosmos1yvvkkmzh8zs4z4v7gzn0ux8ag0me79ec3n4ma8,,999900,1000000,0.9999,10562840
mr.tukutuku validator,,,cosmosvaloper1cew4f2acglytrdsdewk7kv3v8ycxd89z28jel6,cosmos1cew4f2acglytrdsdewk7kv3v8ycxd89z0nxvnf,,999801,1000000.715,0.9998002851,10562840
SB Wallet,,,cosmosvaloper1zccyq99s2pcu3tjrpmlhyfcr0fpekpz2yggk66,cosmos1zccyq99s2pcu3tjrpmlhyfcr0fpekpz2puurkf,,999800,999899.99,0.9999,10562840
“cosmix”,,,cosmosvaloper1f0v0acmunaddacaxdmz5ykh3026c9xvqgnqquy,cosmos1f0v0acmunaddacaxdmz5ykh3026c9xvqd854sh,,850000,850000,1,10562840
bantest,,,cosmosvaloper1w6em34qympp59ecdu4ef4f5elcdlyp787tahxd,cosmos1w6em34qympp59ecdu4ef4f5elcdlyp78mlfz27,,500000,500000,1,10562840
blockscape,,,cosmosvaloper19v9ej55ataqrfl39v83pf4e0dm69u89rngf928,cosmos19v9ej55ataqrfl39v83pf4e0dm69u89rkuasx5,,475008,500005.9566,0.9500046824,10562840
MYW,,,cosmosvaloper1yedl70266zcpmcnzzhr0fmm3aklgrjsyzg0rwl,cosmos1yedl70266zcpmcnzzhr0fmm3aklgrjsy8umkzv,,310003,310003,1,10562840
Bumblebee__🐝,,,cosmosvaloper1hf8a9yg6yswtj8lgchlr76mcenj2nd7a0e6z0z,cosmos1hf8a9yg6yswtj8lgchlr76mcenj2nd7a2dwhr3,,267101,267126.6875,0.9999038377,10562840
Fission Labs,,,cosmosvaloper1e0jnq2sun3dzjh8p2xq95kk0expwmd7sj6x59m,cosmos1e0jnq2sun3dzjh8p2xq95kk0expwmd7shwjpfg,,250000,250000,1,10562840
MEET.ONE,,,cosmosvaloper1u724thtn8z47nw9nvel367m3qh0gqnxe4g555a,cosmos1u724thtn8z47nw9nvel367m3qh0gqnxesuqpcw,,228834,228834,1,10562840
vNodes Validators | Shutting down - please redelagate,,,cosmosvaloper1j9kcwdayaktu4ma4jeqq67t2tfze5pnu6fpk8q,cosmos1j9kcwdayaktu4ma4jeqq67t2tfze5pnula4rtn,,120000,120000,1,10562840
🚀 NOMIC.ONE 🏞,,,cosmosvaloper18kz84x6fv7ep7xvme8x2e4254t404efvhjqst8,cosmos18kz84x6fv7ep7xvme8x2e4254t404efvjx5985,VOTE_NIL,100000,100000,1,10562840
test,,,cosmosvaloper190r3wrl2jexq9hyahl4pd5wz66rrt4wpuavdxa,cosmos190r3wrl2jexq9hyahl4pd5wz66rrt4wpefcc2w,,100000,100000,1,10562840
IZ*ONE,,,cosmosvaloper19ggkjc5slg5gphf92yrvusr3jc702h4tfz6nvn,cosmos19ggkjc5slg5gphf92yrvusr3jc702h4tvkwxqq,,60102,60102,1,10562840
Deactivated,,,cosmosvaloper1d7ufwp2rgfj7s7pfw2q7vm2lc9txmr8vh77ztr,cosmos1d7ufwp2rgfj7s7pfw2q7vm2lc9txmr8vj22h8s,,33637,33637,1,10562840
topool,,,cosmosvaloper17cy09npjq4sylkt56kwcuqcd74hlxj3fq4hwjd,cosmos17cy09npjq4sylkt56kwcuqcd74hlxj3f9prm77,,19311,19319.89549,0.9995395683,10562840
test2,,,cosmosvaloper12w5u5f0r27j0q0ywv5kwqslnc0yvza57qfezr4,cosmos12w5u5f0r27j0q0ywv5kwqslnc0yvza579adh0x,,10300,10300,1,10562840
Test111,,,cosmosvaloper1hxxzr9kaekelt84u4zus5mkxpwesrfxylc6gve,cosmos1hxxzr9kaekelt84u4zus5mkxpwesrfxy6vwaq2,,10000,10000,1,10562840
SG_NODE,,,cosmosvaloper106kt5cmued596rqusmthfnh39h38k64e73fxce,cosmos106kt5cmued596rqusmthfnh39h38k64em9an52,,641,641,1,10562840
pa_os_test,,,cosmosvaloper1xxjvzwjpsf6ktuffkcpx29ut9qfrn0my8xdtqd,cosmos1xxjvzwjpsf6ktuffkcpx29ut9qfrn0myzje7v7,,560,280.0280028,1.9998,10562840
touzicosmos,,,cosmosvaloper18cphtqx7c6kmjuwvtfvge0dtf8nxm8j9x6p4kz,cosmos18cphtqx7c6kmjuwvtfvge0dtf8nxm8j9rw4q63,,501,500.050005,1.0018998,10562840
ys-validator,,,cosmosvaloper1yvwqd5rdtuaw25mcqhz794dvgq9k9yeh8mjcdh,cosmos1yvwqd5rdtuaw25mcqhz794dvgq9k9yehz0xdpy,,6,5.26313349,1.140005286,10562840
Mr.Robot🤖️,,,cosmosvaloper1ke26kzj9qsvp8qy39dzrhf0rvhtd807c456kmu,cosmos1ke26kzj9qsvp8qy39dzrhf0rvhtd807csqwrh0,,1,1,1,10562840
,,,,,,,,,
,,,,,,,,,
Validators after height 10562840,,,,,,,,,
Latent Iron,,100% commission,,,VOTE_NIL,,,,
Upbit Staking,,,,,VOTE_NIL,,,,
COS_Validator,,,,,VOTE_NIL,,,,
BitValidator,,looks like whales/investors,,,VOTE_NIL,,,,
Silk Nodes,,,,,VOTE_NIL,,,,
Oni ⛩️,,,,,VOTE_NIL,,,,
BlockHunters 🎯,,,,,VOTE_NIL,,,,
Synclub,,,,,VOTE_NIL,,,,
Republic Crypto,,,,,VOTE_NIL,,,,
Bro_n_Bro,,,,,VOTE_NIL,,,,
Don Cryptonium,,,,,VOTE_NIL,,,,
